Sample	Chromosome	Start	End	Num_Probes	Segment_Mean
TCGA-B0-4698-01	5	914233.0	57590703	30607.0	0.414089536627
TCGA-B0-4698-01	5	57591153.0	57664298	56.0	0.927521687742
TCGA-B0-4698-01	5	57666254.0	180360469	69788.0	0.121489518943
TCGA-B0-4698-01	6	1014281.0	18073583	11922.0	0.134197407155
TCGA-B0-4698-01	6	18100246.0	18248578	139.0	-0.433093159901
TCGA-B0-4698-01	6	18248611.0	20911268	1966.0	0.144186601797
TCGA-B0-4698-01	6	20918022.0	53286000	17494.0	-0.460839319564
TCGA-B0-4698-01	6	53291270.0	53292013	4.0	-14.2877123795
TCGA-B0-4698-01	6	53294553.0	63054229	2676.0	-0.278655029727
TCGA-B0-4698-01	6	63054936.0	65327564	1128.0	1.10021752161
TCGA-B0-4698-01	6	65327967.0	170903919	61110.0	-0.377785905449
TCGA-B0-4698-01	7	705284.0	11589507	4484.0	-0.504862736841
TCGA-B0-4698-01	7	11589966.0	11632712	51.0	-1.53116435371
TCGA-B0-4698-01	7	11633247.0	104220337	48022.0	-0.455432903812
TCGA-B0-4698-01	7	104220703.0	104220920	2.0	-14.2877123795
TCGA-B0-4698-01	7	104221994.0	158385118	28714.0	-0.464260683987
TCGA-B0-4698-01	8	617667.0	42932478	24745.0	0.0485082833929
TCGA-B0-4698-01	8	42933372.0	117176010	38926.0	0.7850181958
TCGA-B0-4698-01	8	117176213.0	117249623	51.0	1.73078052904
TCGA-B0-4698-01	8	117250895.0	118121934	546.0	0.794614168653
TCGA-B0-4698-01	8	118123066.0	118125566	6.0	-14.2877123795
TCGA-B0-4698-01	8	118134681.0	145232496	17228.0	0.758932348966
TCGA-B0-4698-01	9	789932.0	29399550	17800.0	-0.390450559299
TCGA-B0-4698-01	9	29400712.0	140938752	50192.0	0.637182115628
TCGA-B0-4698-01	10	415240.0	120425126	71464.0	0.0693437291636
TCGA-B0-4698-01	10	120426800.0	120426873	2.0	-14.2877123795
TCGA-B0-4698-01	10	120427312.0	135225087	9358.0	0.0133219597274
TCGA-B0-4698-01	11	456120.0	79447015	42037.0	0.0952092356456
TCGA-B0-4698-01	11	79447906.0	79449112	2.0	-14.2877123795
TCGA-B0-4698-01	11	79452344.0	85629216	3660.0	0.0974658345554
TCGA-B0-4698-01	11	85641631.0	85691662	50.0	-0.606590789643
TCGA-B0-4698-01	11	85697370.0	134142530	31475.0	0.110964368717
TCGA-B0-4698-01	12	889902.0	27565146	15734.0	0.774680166634
TCGA-B0-4698-01	12	27565524.0	27618797	43.0	0.30811157752
TCGA-B0-4698-01	12	27618883.0	39223566	3780.0	0.766815737683
TCGA-B0-4698-01	12	39228083.0	44497329	2858.0	-0.385210921308
TCGA-B0-4698-01	12	44509714.0	44565370	35.0	-1.46782898191
TCGA-B0-4698-01	12	44566075.0	94507173	29206.0	-0.394042579684
TCGA-B0-4698-01	12	94507388.0	133161346	22243.0	0.75354636388
TCGA-B0-4698-01	13	19450806.0	92382309	41929.0	-0.366557120374
TCGA-B0-4698-01	13	92382948.0	92384105	2.0	-14.2877123795
TCGA-B0-4698-01	13	92392696.0	98998015	4251.0	-0.383834082066
TCGA-B0-4698-01	13	98999109.0	99063645	67.0	-1.64867369531
TCGA-B0-4698-01	13	99063678.0	114987458	10363.0	-0.40263128674
TCGA-B0-4698-01	14	20501368.0	57177170	19738.0	-0.182311903525
TCGA-B0-4698-01	14	57180779.0	57197946	23.0	-14.2877123795
TCGA-B0-4698-01	14	57200394.0	105988038	29643.0	0.0140211710719
TCGA-B0-4698-01	15	23687685.0	44670108	10240.0	-0.473410183861
TCGA-B0-4698-01	15	44675800.0	44767087	31.0	-2.04978110887
TCGA-B0-4698-01	15	44770507.0	58927979	8755.0	-0.418509355744
TCGA-B0-4698-01	15	58928160.0	59058452	57.0	-1.63620828262
TCGA-B0-4698-01	15	59064786.0	91319041	18894.0	-0.477712044575
TCGA-B0-4698-01	15	91321435.0	91321938	2.0	-14.2877123795
TCGA-B0-4698-01	15	91325319.0	101884307	6514.0	-0.487494000796
TCGA-B0-4698-01	16	653459.0	78523364	33591.0	-0.134327752874
TCGA-B0-4698-01	16	78523402.0	78639580	151.0	-1.56766091632
TCGA-B0-4698-01	16	78639842.0	85740708	5070.0	-0.144991415684
TCGA-B0-4698-01	16	85740750.0	85743064	3.0	-14.2877123795
TCGA-B0-4698-01	16	85746302.0	89379936	1963.0	-0.196998114448
TCGA-B0-4698-01	17	987221.0	64631556	28664.0	0.134197407155
TCGA-B0-4698-01	17	64633304.0	64650312	13.0	-0.885596776239
TCGA-B0-4698-01	17	64650402.0	80917016	8301.0	0.41649835898
TCGA-B0-4698-01	18	329586.0	77109240	42629.0	-0.394872318686
TCGA-B0-4698-01	19	284018.0	29332856	9798.0	-0.0353992824692
TCGA-B0-4698-01	19	29337352.0	29339578	4.0	-14.2877123795
TCGA-B0-4698-01	19	29340774.0	58878226	14141.0	-0.0351616193375
TCGA-B0-4698-01	20	455764.0	62219837	37265.0	0.429710984183
TCGA-B0-4698-01	21	15347621.0	47678774	20573.0	-0.430562239538
TCGA-B0-4698-01	22	17423930.0	49331012	16917.0	0.0608926059152
TCGA-B0-4698-01	23	3157107.0	31645901	12863.0	0.0165832924185
TCGA-B0-4698-01	23	31646869.0	31646874	2.0	-14.2877123795
TCGA-B0-4698-01	23	31650115.0	123437485	36975.0	-0.00962624076772
TCGA-B0-4698-01	23	123437603.0	123440290	3.0	2.56320143687
TCGA-B0-4698-01	23	123440540.0	154905589	13844.0	-0.0195257063843
TCGA-B0-4699-01	1	3218610.0	42003752	20337.0	-0.392147661009
TCGA-B0-4699-01	1	42005041.0	42006005	2.0	-14.2877123795
TCGA-B0-4699-01	1	42008148.0	47449065	2879.0	-0.365631770293
TCGA-B0-4699-01	1	47461469.0	47462819	2.0	-14.2877123795
TCGA-B0-4699-01	1	47463307.0	64356558	10737.0	-0.37618517103
TCGA-B0-4699-01	1	64359324.0	64359353	2.0	-14.2877123795
TCGA-B0-4699-01	1	64361145.0	247813706	95073.0	-0.403884380483
TCGA-B0-4699-01	2	484222.0	103757876	54148.0	-0.411675491346
TCGA-B0-4699-01	2	103757890.0	103760153	2.0	-14.2877123795
TCGA-B0-4699-01	2	103761689.0	108840613	3148.0	-0.359344621379
TCGA-B0-4699-01	2	108846589.0	108847204	2.0	-14.2877123795
TCGA-B0-4699-01	2	108847885.0	218517144	59477.0	-0.404043226864
TCGA-B0-4699-01	2	218517174.0	218518994	2.0	-14.2877123795
TCGA-B0-4699-01	2	218523162.0	242476062	14337.0	-0.568793421948
TCGA-B0-4699-01	3	2212571.0	197538677	106387.0	0.437792174857
TCGA-B0-4699-01	4	1053934.0	185714289	101223.0	0.210071463635
TCGA-B0-4699-01	4	185715596.0	185716136	2.0	-14.2877123795
TCGA-B0-4699-01	4	185718727.0	188763651	1519.0	0.22486439813
TCGA-B0-4699-01	5	914233.0	53678594	28057.0	0.315751921867
TCGA-B0-4699-01	5	53679608.0	55568487	1162.0	0.802164341265
TCGA-B0-4699-01	5	55570850.0	55571426	2.0	-6.17679627329
TCGA-B0-4699-01	5	55571586.0	56081229	451.0	0.802917336155
TCGA-B0-4699-01	5	56081319.0	180360469	70842.0	0.264749302338
TCGA-B0-4699-01	6	1014281.0	6602763	4069.0	-0.352597018274
TCGA-B0-4699-01	6	6605863.0	6606227	3.0	-14.2877123795
TCGA-B0-4699-01	6	6609120.0	8076969	1132.0	-0.388665149462
TCGA-B0-4699-01	6	8077995.0	8078778	2.0	-14.2877123795
TCGA-B0-4699-01	6	8083355.0	25891859	12133.0	-0.360129970316
TCGA-B0-4699-01	6	25892529.0	25892822	2.0	-14.2877123795
TCGA-B0-4699-01	6	25896352.0	94375632	34635.0	-0.360758361342
TCGA-B0-4699-01	6	94377900.0	95274322	62.0	-1.18869258022
TCGA-B0-4699-01	6	95277493.0	96034320	141.0	-0.338667219073
TCGA-B0-4699-01	6	96034854.0	96035410	2.0	-14.2877123795
TCGA-B0-4699-01	6	96037842.0	98715164	1502.0	-0.364216292297
TCGA-B0-4699-01	6	98715803.0	98718861	3.0	-14.2877123795
TCGA-B0-4699-01	6	98721275.0	125458758	15345.0	-0.356518650061
TCGA-B0-4699-01	6	125459501.0	125459506	2.0	2.38503351581
TCGA-B0-4699-01	6	125462208.0	170903919	27396.0	-0.352440233327
TCGA-B0-4699-01	7	705284.0	24035127	12189.0	0.310048185652
TCGA-B0-4699-01	7	24039878.0	24040383	2.0	2.6455577128
TCGA-B0-4699-01	7	24040817.0	55661503	20726.0	0.234243812545
TCGA-B0-4699-01	7	55661506.0	55662187	3.0	-5.49155324063
TCGA-B0-4699-01	7	55662486.0	125347890	31011.0	0.204807761539
TCGA-B0-4699-01	7	125349375.0	125392459	37.0	-1.58700688701
TCGA-B0-4699-01	7	125394543.0	158385118	17354.0	0.202867154871
TCGA-B0-4699-01	8	617667.0	87789332	47358.0	-0.350245891586
TCGA-B0-4699-01	8	87789357.0	87789626	2.0	-14.2877123795
TCGA-B0-4699-01	8	87789846.0	145232496	34138.0	-0.0901595666953
TCGA-B0-4699-01	9	789932.0	1811657	440.0	0.238101062411
TCGA-B0-4699-01	9	1816187.0	1816285	2.0	-8.94725617157
TCGA-B0-4699-01	9	1816389.0	140938752	67574.0	0.246082114069
TCGA-B0-4699-01	10	415240.0	89588471	52116.0	-0.354949533564
TCGA-B0-4699-01	10	89598694.0	89604732	7.0	-14.2877123795
TCGA-B0-4699-01	10	89610570.0	89676419	91.0	-2.03824134037
TCGA-B0-4699-01	10	89676497.0	90373110	511.0	-0.2635894062
TCGA-B0-4699-01	10	90373845.0	90374638	2.0	-14.2877123795
TCGA-B0-4699-01	10	90400113.0	131856385	27127.0	-0.354008360618
TCGA-B0-4699-01	10	131856608.0	131872356	18.0	-14.2877123795
TCGA-B0-4699-01	10	131911558.0	135178334	891.0	-0.381235580137
TCGA-B0-4699-01	10	135178611.0	135179777	2.0	-14.2877123795
TCGA-B0-4699-01	10	135179795.0	135225087	21.0	-0.483487928657
TCGA-B0-4699-01	11	456120.0	29116738	18307.0	0.0851941083245
TCGA-B0-4699-01	11	29117721.0	30986906	1197.0	0.506727797434
TCGA-B0-4699-01	11	30987044.0	35586510	3128.0	0.935231149841
TCGA-B0-4699-01	11	35586824.0	134142530	54609.0	0.177433252184
TCGA-B0-4699-01	12	889902.0	112170376	62797.0	0.328495982087
TCGA-B0-4699-01	12	112322977.0	112339015	14.0	-1.05930718441
TCGA-B0-4699-01	12	112339608.0	133161346	11130.0	0.345532425097
TCGA-B0-4699-01	13	19450806.0	114987458	56579.0	-0.511650822192
TCGA-B0-4699-01	14	20501368.0	75157889	30498.0	0.440049919079
TCGA-B0-4699-01	14	75164141.0	75354714	95.0	0.95517309588
TCGA-B0-4699-01	14	75358648.0	88539769	8556.0	0.421430595839
TCGA-B0-4699-01	14	88544546.0	88554609	9.0	-0.967827934345
TCGA-B0-4699-01	14	88555255.0	96958071	5405.0	0.420231593718
TCGA-B0-4699-01	14	96961531.0	96974536	3.0	-4.60070535926
TCGA-B0-4699-01	14	96975977.0	105988038	4883.0	0.441377596475
TCGA-B0-4699-01	15	23687685.0	101884307	44528.0	0.252403360238
TCGA-B0-4699-01	16	653459.0	89379936	40789.0	0.286900439576
TCGA-B0-4699-01	17	987221.0	53847082	22796.0	-0.430822184349
TCGA-B0-4699-01	17	53847121.0	53847145	2.0	-14.2877123795
TCGA-B0-4699-01	17	53847988.0	80917016	14168.0	-0.428263799677
TCGA-B0-4699-01	18	329586.0	77109240	42624.0	-0.378393928035
TCGA-B0-4699-01	19	284018.0	58878226	23956.0	0.354300685112
TCGA-B0-4699-01	20	455764.0	62219837	37286.0	0.5152564341
TCGA-B0-4699-01	21	15347621.0	47678774	20559.0	-0.424748791561
TCGA-B0-4699-01	22	17423930.0	49331012	16928.0	0.289492449608
TCGA-B0-4699-01	23	3157107.0	43322532	17876.0	-0.12091248137
TCGA-B0-4699-01	23	43323118.0	43324624	4.0	-14.2877123795
TCGA-B0-4699-01	23	43325200.0	85828289	15151.0	-0.0558123158267
TCGA-B0-4699-01	23	85828602.0	85828681	2.0	-14.2877123795
TCGA-B0-4699-01	23	85829374.0	154905589	30634.0	0.0806504077538
TCGA-B0-4700-01	1	3218610.0	7324468	2525.0	-0.0837
TCGA-B0-4700-01	1	7324959.0	7325225	2.0	-1.7468
TCGA-B0-4700-01	1	7325420.0	11923982	2293.0	-0.0794
TCGA-B0-4700-01	1	11924027.0	11928714	3.0	-1.7909
TCGA-B0-4700-01	1	11928895.0	206654497	97208.0	0.0177
TCGA-B0-4700-01	1	206656770.0	206657181	2.0	-1.8993
TCGA-B0-4700-01	1	206661148.0	247813706	26685.0	0.0761
TCGA-B0-4700-01	2	484222.0	10434982	5986.0	-0.0233
TCGA-B0-4700-01	2	10436183.0	10437350	4.0	-1.5241
TCGA-B0-4700-01	2	10438621.0	213662939	107426.0	-0.022
TCGA-B0-4700-01	2	213665687.0	213666845	3.0	-1.6684
TCGA-B0-4700-01	2	213667450.0	242476062	17455.0	-0.0238
TCGA-B0-4700-01	3	2212571.0	2987986	258.0	0.4412
TCGA-B0-4700-01	3	2988333.0	112573920	60670.0	-0.0564
TCGA-B0-4700-01	3	112574256.0	112574745	2.0	-1.3534
TCGA-B0-4700-01	3	112575080.0	113075723	313.0	0.0588
TCGA-B0-4700-01	3	113076400.0	113079900	3.0	-1.1372
TCGA-B0-4700-01	3	113079949.0	117802643	3016.0	0.0325
TCGA-B0-4700-01	3	117802895.0	117803574	2.0	-1.5066
TCGA-B0-4700-01	3	117804154.0	197538677	41749.0	0.0408
TCGA-B0-4700-01	4	1053934.0	6647056	2985.0	-0.0017
TCGA-B0-4700-01	4	6648300.0	6649133	2.0	-1.6644
TCGA-B0-4700-01	4	6653687.0	47349538	24655.0	0.0009
TCGA-B0-4700-01	4	47349894.0	47352995	4.0	-2.013
TCGA-B0-4700-01	4	47353098.0	188763651	74873.0	0.004
TCGA-B0-4700-01	5	914233.0	180360469	100249.0	0.0853
TCGA-B0-4700-01	6	1014281.0	107085574	58464.0	-0.0572
TCGA-B0-4700-01	6	107085978.0	107707401	378.0	0.5322
TCGA-B0-4700-01	6	107709523.0	125906748	10311.0	-0.0558
TCGA-B0-4700-01	6	125906852.0	125909196	2.0	-1.7792
TCGA-B0-4700-01	6	125909711.0	148849429	14133.0	-0.0577
TCGA-B0-4700-01	6	148849562.0	148851309	2.0	-3.7796
TCGA-B0-4700-01	6	148851337.0	170903919	12880.0	-0.062
TCGA-B0-4700-01	7	705284.0	7967887	2975.0	0.0184
TCGA-B0-4700-01	7	7969336.0	7969518	2.0	-2.0448
TCGA-B0-4700-01	7	7970015.0	14124408	3401.0	0.0196
TCGA-B0-4700-01	7	14125003.0	14198112	59.0	-1.053
TCGA-B0-4700-01	7	14205516.0	24829445	6379.0	0.0341
TCGA-B0-4700-01	7	24831960.0	24832455	2.0	-1.9269
TCGA-B0-4700-01	7	24833151.0	158385118	68299.0	0.0713
TCGA-B0-4700-01	8	617667.0	22471824	12338.0	-0.0682
TCGA-B0-4700-01	8	22472051.0	22472950	2.0	-1.6735
TCGA-B0-4700-01	8	22474666.0	129944876	59810.0	-0.0352
TCGA-B0-4700-01	8	129945036.0	129945908	2.0	-1.6074
TCGA-B0-4700-01	8	129947430.0	145232496	9108.0	-0.0177
TCGA-B0-4700-01	9	789932.0	140938752	67760.0	-0.0478
TCGA-B0-4700-01	10	415240.0	135225087	80539.0	-0.0425
TCGA-B0-4700-01	11	456120.0	134142530	76979.0	0.0183
TCGA-B0-4700-01	12	889902.0	4027322	1547.0	0.034
TCGA-B0-4700-01	12	4031104.0	4032942	3.0	-1.7744
TCGA-B0-4700-01	12	4033001.0	133161346	72197.0	0.0326
TCGA-B0-4700-01	13	19450806.0	21908710	951.0	-0.0818
TCGA-B0-4700-01	13	21910586.0	21911143	2.0	-1.5453
TCGA-B0-4700-01	13	21911278.0	30500883	5532.0	-0.0793
TCGA-B0-4700-01	13	30503698.0	30503872	3.0	-1.8205
TCGA-B0-4700-01	13	30504124.0	31980138	1032.0	-0.0888
TCGA-B0-4700-01	13	31988243.0	31989640	3.0	-1.9028
TCGA-B0-4700-01	13	31994159.0	114987458	48935.0	-0.0686
TCGA-B0-4700-01	14	20501368.0	105988038	49292.0	0.0037
TCGA-B0-4700-01	15	23687685.0	101884307	44359.0	-0.0234
TCGA-B0-4700-01	16	653459.0	89379936	40667.0	0.0129
TCGA-B0-4700-01	17	987221.0	7439627	3088.0	0.0027
TCGA-B0-4700-01	17	7440584.0	7440726	2.0	-1.9614
TCGA-B0-4700-01	17	7442512.0	80917016	33783.0	0.0118
TCGA-B0-4700-01	18	329586.0	3589708	1342.0	-0.1168
TCGA-B0-4700-01	18	3590273.0	3592145	2.0	-2.5313
TCGA-B0-4700-01	18	3593896.0	75341427	40131.0	-0.1069
TCGA-B0-4700-01	18	75342234.0	75342333	2.0	-1.4277
TCGA-B0-4700-01	18	75342927.0	77109240	999.0	-0.1873
TCGA-B0-4700-01	19	284018.0	45748244	18573.0	0.0128
TCGA-B0-4700-01	19	45748354.0	45749255	2.0	-2.4579
TCGA-B0-4700-01	19	45756376.0	58878226	5297.0	0.0187
TCGA-B0-4700-01	20	455764.0	2623872	1452.0	0.1583
TCGA-B0-4700-01	20	2624089.0	2624103	2.0	-1.2985
TCGA-B0-4700-01	20	2624150.0	36259491	18441.0	0.1487
TCGA-B0-4700-01	20	36261235.0	36262254	3.0	-1.5146
TCGA-B0-4700-01	20	36263993.0	62219837	17294.0	0.1619
TCGA-B0-4700-01	21	15347621.0	41908935	17337.0	0.017
TCGA-B0-4700-01	21	41908956.0	41909261	3.0	-2.5153
TCGA-B0-4700-01	21	41913250.0	47678774	3183.0	0.0173
TCGA-B0-4700-01	22	17423930.0	49331012	16859.0	0.0074
TCGA-B0-4700-01	23	3157107.0	121984010	48479.0	-0.003
TCGA-B0-4700-01	23	121984303.0	121987760	4.0	-3.1384
TCGA-B0-4700-01	23	121987848.0	124532488	1537.0	0.0186
TCGA-B0-4700-01	23	124532543.0	124532652	2.0	-4.065
TCGA-B0-4700-01	23	124532873.0	154905589	13027.0	-0.0064
TCGA-B0-4701-01	1	3218610.0	200867816	98803.0	0.0215730423359
TCGA-B0-4701-01	1	200868880.0	200963166	53.0	-1.12676261424
TCGA-B0-4701-01	1	200963825.0	231991691	19837.0	0.0236965521399
TCGA-B0-4701-01	1	231992493.0	231992511	2.0	-14.2877123795
TCGA-B0-4701-01	1	231993738.0	247813706	10371.0	0.0061827903486
TCGA-B0-4701-01	2	484222.0	242476062	131241.0	0.0319375841406
TCGA-B0-4701-01	3	2212571.0	54861230	30146.0	-0.870847807794
TCGA-B0-4701-01	3	54861274.0	54997333	128.0	0.14008405879
TCGA-B0-4701-01	3	54997408.0	56220246	998.0	-0.873670104013
TCGA-B0-4701-01	3	56223717.0	57997204	945.0	0.0637061452507
TCGA-B0-4701-01	3	57998986.0	59487628	900.0	-0.872258461385
TCGA-B0-4701-01	3	59490659.0	71692812	7886.0	0.0534717718836
TCGA-B0-4701-01	3	71695549.0	71702005	3.0	-14.2877123795
TCGA-B0-4701-01	3	71703639.0	148274505	39828.0	0.0513732652101
TCGA-B0-4701-01	3	148286006.0	148286193	2.0	-14.2877123795
TCGA-B0-4701-01	3	148286353.0	197538677	25432.0	0.0574308700049
TCGA-B0-4701-01	4	1053934.0	188763651	102711.0	-0.0088251742911
TCGA-B0-4701-01	5	914233.0	80648636	43159.0	-0.0169625624121
TCGA-B0-4701-01	5	80648873.0	80649074	3.0	-14.2877123795
TCGA-B0-4701-01	5	80649866.0	111650632	15707.0	-0.0148059456664
TCGA-B0-4701-01	5	111658573.0	111658754	2.0	-14.2877123795
TCGA-B0-4701-01	5	111659215.0	114027189	1705.0	-0.0140874905786
TCGA-B0-4701-01	5	114027841.0	114175065	104.0	0.960404941834
TCGA-B0-4701-01	5	114185775.0	126457615	7108.0	-0.0369405885096
TCGA-B0-4701-01	5	126458126.0	126458317	2.0	-14.2877123795
TCGA-B0-4701-01	5	126463639.0	129148085	1577.0	-0.00715313971121
TCGA-B0-4701-01	5	129148693.0	129585238	230.0	0.538689947542
TCGA-B0-4701-01	5	129585751.0	129651745	34.0	-0.327986936778
TCGA-B0-4701-01	5	129653740.0	129757136	62.0	0.593004887513
TCGA-B0-4701-01	5	129757698.0	130990775	567.0	0.0312322698216
TCGA-B0-4701-01	5	130994884.0	133784561	1735.0	0.53048588355
TCGA-B0-4701-01	5	133784798.0	134164092	177.0	-0.0294599784624
TCGA-B0-4701-01	5	134166527.0	180360469	28313.0	0.541029792903
TCGA-B0-4701-01	6	1014281.0	155487272	88102.0	-0.00405091715665
TCGA-B0-4701-01	6	155490051.0	155493290	2.0	2.32226882817
TCGA-B0-4701-01	6	155493312.0	170903919	8338.0	-0.0169625624121
TCGA-B0-4701-01	7	705284.0	158385118	81295.0	0.0064202837169
TCGA-B0-4701-01	8	617667.0	3835213	1643.0	-0.0354909543128
TCGA-B0-4701-01	8	3835294.0	3836835	7.0	-14.2877123795
TCGA-B0-4701-01	8	3840617.0	137151309	76102.0	0.00071418318353
TCGA-B0-4701-01	8	137152573.0	137152891	2.0	-14.2877123795
TCGA-B0-4701-01	8	137153500.0	145232496	3751.0	0.0380420273142
TCGA-B0-4701-01	9	789932.0	73922844	25504.0	-0.0524567908713
TCGA-B0-4701-01	9	73923662.0	73923914	3.0	-14.2877123795
TCGA-B0-4701-01	9	73924144.0	134685996	39662.0	0.0213369855835
TCGA-B0-4701-01	9	134686286.0	134689321	2.0	-14.2877123795
TCGA-B0-4701-01	9	134691030.0	140938752	2805.0	0.0331126679108
TCGA-B0-4701-01	10	415240.0	4216138	2214.0	-0.0138480518478
TCGA-B0-4701-01	10	4216358.0	4217047	2.0	-14.2877123795
TCGA-B0-4701-01	10	4219068.0	6940378	2045.0	0.00879397366881
TCGA-B0-4701-01	10	6940548.0	6940743	3.0	1.95607668642
TCGA-B0-4701-01	10	6941672.0	11665331	3687.0	-0.0253673242909
TCGA-B0-4701-01	10	11670478.0	12060117	241.0	0.950817455298
TCGA-B0-4701-01	10	12061576.0	135225087	72625.0	-0.0272924337297
TCGA-B0-4701-01	11	456120.0	134142530	77209.0	0.012113348777
TCGA-B0-4701-01	12	889902.0	115002962	64403.0	0.0389798582072
TCGA-B0-4701-01	12	115003197.0	115006810	3.0	-14.2877123795
TCGA-B0-4701-01	12	115011138.0	133161346	9503.0	0.0326427003831
TCGA-B0-4701-01	13	19450806.0	114987458	56611.0	-0.0169625624121
TCGA-B0-4701-01	14	20501368.0	51756836	16016.0	-0.0741987571212
TCGA-B0-4701-01	14	51756882.0	51756999	2.0	-14.2877123795
TCGA-B0-4701-01	14	51757804.0	54879226	2170.0	-0.0803410864851
TCGA-B0-4701-01	14	54879962.0	54880522	2.0	-14.2877123795
TCGA-B0-4701-01	14	54881121.0	105988038	31229.0	-0.0717461586184
TCGA-B0-4701-01	15	23687685.0	101884307	44506.0	-0.0150454770144
TCGA-B0-4701-01	16	653459.0	8624028	3723.0	-0.010020174945
TCGA-B0-4701-01	16	8624051.0	8625523	2.0	-14.2877123795
TCGA-B0-4701-01	16	8625805.0	85545730	34975.0	0.00071418318353
TCGA-B0-4701-01	16	85554586.0	85555229	2.0	-14.2877123795
TCGA-B0-4701-01	16	85561404.0	89379936	2053.0	0.0291151368793
TCGA-B0-4701-01	17	987221.0	80917016	36974.0	0.065330534284
TCGA-B0-4701-01	18	329586.0	5780040	2884.0	-0.0104983364594
TCGA-B0-4701-01	18	5781407.0	5784110	2.0	-14.2877123795
TCGA-B0-4701-01	18	5786283.0	22918127	7766.0	0.00879397366881
TCGA-B0-4701-01	18	22919796.0	22935662	7.0	-14.2877123795
TCGA-B0-4701-01	18	22937842.0	68738508	28084.0	0.0156649308594
TCGA-B0-4701-01	18	68740189.0	68741426	2.0	-14.2877123795
TCGA-B0-4701-01	18	68741740.0	77109240	3900.0	0.0137713822851
TCGA-B0-4701-01	19	284018.0	9976674	3222.0	-0.0289781372416
TCGA-B0-4701-01	19	9977148.0	9978466	3.0	-14.2877123795
TCGA-B0-4701-01	19	9981394.0	11163689	502.0	-0.017202302505
TCGA-B0-4701-01	19	11168662.0	11169052	2.0	-14.2877123795
TCGA-B0-4701-01	19	11177408.0	31284806	7526.0	0.0073700309397
TCGA-B0-4701-01	19	31288118.0	31288540	2.0	-14.2877123795
TCGA-B0-4701-01	19	31290599.0	58878226	12683.0	0.06208071449
TCGA-B0-4701-01	20	455764.0	6723172	3848.0	0.0309971210052
TCGA-B0-4701-01	20	6723411.0	6723827	2.0	-14.2877123795
TCGA-B0-4701-01	20	6725092.0	24705245	12335.0	0.0373384246088
TCGA-B0-4701-01	20	24707583.0	24707912	2.0	-14.2877123795
TCGA-B0-4701-01	20	24708653.0	62219837	21081.0	0.0408544720276
TCGA-B0-4701-01	21	15347621.0	36336023	13298.0	-0.0350079325457
TCGA-B0-4701-01	21	36336897.0	36337145	4.0	-14.2877123795
TCGA-B0-4701-01	21	36337654.0	47678774	7267.0	-0.0248862813899
TCGA-B0-4701-01	22	17423930.0	49331012	16924.0	0.0208648052787
TCGA-B0-4701-01	23	3157107.0	12175706	2865.0	-0.00309716607576
TCGA-B0-4701-01	23	12175845.0	12175929	4.0	-14.2877123795
TCGA-B0-4701-01	23	12176019.0	80970776	28018.0	0.000476144903006
TCGA-B0-4701-01	23	80970881.0	80970917	2.0	2.55702618722
TCGA-B0-4701-01	23	80972848.0	88974207	3798.0	-0.00643689813096
TCGA-B0-4701-01	23	88976824.0	88981409	2.0	-14.2877123795
TCGA-B0-4701-01	23	88983271.0	154905589	29037.0	0.00166610863761
TCGA-B0-4703-01	1	3218610.0	114563873	64042.0	0.0306116741887
TCGA-B0-4703-01	1	114565928.0	114569803	4.0	-14.2877123795
TCGA-B0-4703-01	1	114576588.0	247813706	65122.0	0.034017330839
TCGA-B0-4703-01	2	484222.0	32018251	19448.0	0.0827230213864
TCGA-B0-4703-01	2	32018541.0	32019146	2.0	-14.2877123795
TCGA-B0-4703-01	2	32022607.0	200057942	86481.0	0.0752753546784
TCGA-B0-4703-01	2	200058222.0	200692159	354.0	-0.981356002988
TCGA-B0-4703-01	2	200693720.0	209741275	5221.0	0.065222321384
TCGA-B0-4703-01	2	209745400.0	210040406	178.0	-0.698801236227
TCGA-B0-4703-01	2	210042009.0	211080124	556.0	0.085029603452
TCGA-B0-4703-01	2	211087600.0	223849610	7992.0	-0.901092651951
TCGA-B0-4703-01	2	223852353.0	223854254	2.0	-14.2877123795
TCGA-B0-4703-01	2	223856980.0	242476062	11076.0	-0.868623103049
TCGA-B0-4703-01	3	2212571.0	28740089	15527.0	-0.889665543042
TCGA-B0-4703-01	3	28741057.0	28741339	4.0	-14.2877123795
TCGA-B0-4703-01	3	28745091.0	112027994	45274.0	-0.892108464374
TCGA-B0-4703-01	3	112028148.0	139665303	15912.0	0.0919358969643
TCGA-B0-4703-01	3	139665791.0	140812514	869.0	-0.811134401966
TCGA-B0-4703-01	3	140813936.0	197538677	28794.0	0.0852857516033
TCGA-B0-4703-01	4	1053934.0	130195588	71487.0	0.00742606830746
TCGA-B0-4703-01	4	130197796.0	130199728	4.0	-14.2877123795
TCGA-B0-4703-01	4	130204663.0	154202651	12836.0	0.0119231708639
TCGA-B0-4703-01	4	154203265.0	154632062	220.0	-0.862997053702
TCGA-B0-4703-01	4	154634810.0	188763651	18212.0	0.0113945522266
TCGA-B0-4703-01	5	914233.0	1325803	70.0	0.447919904633
TCGA-B0-4703-01	5	1340458.0	1428166	53.0	-0.114936683399
TCGA-B0-4703-01	5	1428514.0	87627137	46720.0	0.527750902108
